,Program,Project,Projectcode,Parentproject,StationName,StationCode,Datum,GeometryShape,SampleDate,CollectionTime,SamplingAgency,ProtocolCode,LocationCode,HydroModLoc,Hydromod,CollectionReplicate,CollectionMethodName,SampleType,PersonnelCode,SampleComments,BACollectionComments,CollectionDeviceName,LabSampleID,FinalID,Phylum,Class,Orders,Family,Genus,Species,LifeStageName,DistinctOrganism,Counts,BAResult,Unit,TaxonomicQualifier,ExcludedTaxa,Comments,SieveSize,SieveSizeUnit,CollectionDepth,UnitCollectionDepth,GrabSize,UnitGrabSize,ResQualCode,ComplianceCode,county,county_fips,regional_board,rb_number,huc8,huc8_number,huc10,huc10_number,huc12,huc12_number,waterbody_type,SampleID,geometry,Subregion,
2662,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough below Lookout Slough,510CS07xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20908,Manayunkia speciosa,Annelida,Polychaeta,Canalipalpata,Sabellidae,Manayunkia,Manayunkia speciosa,Undefined,0,NA,6,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.713, 38.2812),North Delta
2663,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough below Lookout Slough,510CS07xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20908,Ostracoda,Arthropoda,Ostracoda,NA,NA,NA,NA,Undefined,0,NA,16,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.713, 38.2812),North Delta
2664,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough below Lookout Slough,510CS07xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20908,Prostoma,Nemertea,Enopla,Hoplonemertea,Tetrastemmatidae,Prostoma,NA,Undefined,0,NA,1,count,O,NA,Unidentified Nemertea,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.713, 38.2812),North Delta
2665,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough below Lookout Slough,510CS07xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20908,Tubificidae,Annelida,Oligochaeta,Tubificida,Tubificidae,NA,NA,Undefined,0,NA,19,count,None,NA,unid.imm.,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.713, 38.2812),North Delta
2666,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Americorophium,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,NA,Undefined,0,NA,50,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2667,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Chironomini,Arthropoda,Insecta,Diptera,Chironomidae,NA,NA,Pupa,0,NA,1,count,D,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2668,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Chironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,Larva,0,NA,7,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2669,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Corbicula,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,NA,Undefined,0,NA,5,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2670,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Gammarus,Arthropoda,Malacostraca,Amphipoda,Gammaridae,Gammarus,NA,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2671,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Manayunkia speciosa,Annelida,Polychaeta,Canalipalpata,Sabellidae,Manayunkia,Manayunkia speciosa,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2672,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Microchironomus,Arthropoda,Insecta,Diptera,Chironomidae,Microchironomus,NA,Larva,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2673,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Oligochaeta,Annelida,Oligochaeta,NA,NA,NA,NA,Undefined,1,NA,4,count,None,NA,w/hair,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2674,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Ostracoda,Arthropoda,Ostracoda,NA,NA,NA,NA,Undefined,0,NA,12,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2675,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Polypedilum,Arthropoda,Insecta,Diptera,Chironomidae,Polypedilum,NA,Larva,0,NA,5,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2676,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Procladius,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,Larva,0,NA,17,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2677,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Tryonia,Mollusca,Gastropoda,Hypsogastropoda,Cochliopidae,Tryonia,NA,Undefined,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2678,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough Unnamed Channel below Ulatis Cr.,510CS11xx,NAD83,Point,3/30/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_Historical,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,UM-AGNR Petite Ponar_0.0039m2,20912,Tubificidae,Annelida,Oligochaeta,Tubificida,Tubificidae,NA,NA,Undefined,0,NA,148,count,None,NA,unid.imm.,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.755, 38.2955),North Delta
2679,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Branchiura sowerbyi,Annelida,Oligochaeta,Tubificida,Tubificidae,Branchiura,Branchiura sowerbyi,Undefined,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2680,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Chaetogaster diaphanus,Annelida,Oligochaeta,Tubificida,Naididae,Chaetogaster,Chaetogaster diaphanus,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2681,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Chironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,Larva,0,NA,14,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2682,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Corbicula,Mollusca,Bivalvia,Veneroida,Corbiculidae,Corbicula,NA,Undefined,0,NA,6,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2683,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Cryptochironomus,Arthropoda,Insecta,Diptera,Chironomidae,Cryptochironomus,NA,Larva,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2684,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Cryptotendipes,Arthropoda,Insecta,Diptera,Chironomidae,Cryptotendipes,NA,Larva,0,NA,8,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2685,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Dugesia tigrina,Platyhelminthes,Turbellaria,Tricladida,Planariidae,Dugesia,Dugesia tigrina,Undefined,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2686,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Erpobdellidae,Annelida,Hirudinea,Arhynchobdellida,Erpobdellidae,NA,NA,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2687,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Hyalella,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,Hyalella,NA,Undefined,0,NA,6,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2688,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Hydroptilidae,Arthropoda,Insecta,Trichoptera,Hydroptilidae,NA,NA,Pupa,1,NA,2,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2689,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Limnesia,Arthropoda,Arachnida,Trombidiformes,Limnesiidae,Limnesia,NA,Undefined,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2690,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Limnodrilus hoffmeisteri,Annelida,Oligochaeta,Tubificida,Tubificidae,Limnodrilus,Limnodrilus hoffmeisteri,Undefined,0,NA,4,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2691,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Manayunkia speciosa,Annelida,Polychaeta,Canalipalpata,Sabellidae,Manayunkia,Manayunkia speciosa,Undefined,0,NA,7,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2692,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Oxyethira,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Oxyethira,NA,Pupa,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2693,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Paracladopelma,Arthropoda,Insecta,Diptera,Chironomidae,Paracladopelma,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2694,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Pisidium,Mollusca,Bivalvia,Veneroida,Sphaeriidae,Pisidium,NA,Undefined,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2695,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Procladius,Arthropoda,Insecta,Diptera,Chironomidae,Procladius,NA,Larva,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2696,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Quistadrilus multisetosus,Annelida,Oligochaeta,Tubificida,Tubificidae,Quistadrilus,Quistadrilus multisetosus,Undefined,0,NA,2,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2697,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Sphaeromias,Arthropoda,Insecta,Diptera,Ceratopogonidae,Sphaeromias,NA,Larva,0,NA,1,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2698,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Tryonia,Mollusca,Gastropoda,Hypsogastropoda,Cochliopidae,Tryonia,NA,Undefined,0,NA,3,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2699,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Deep Water Channel,510CS03xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21271,Tubificidae,Annelida,Oligochaeta,Tubificida,Tubificidae,NA,NA,Undefined,0,NA,41,count,None,NA,unid.imm.,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.674, 38.2329),North Delta
2700,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Elkhorn Slough,510CS02xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21270,Americorophium,Arthropoda,Malacostraca,Amphipoda,Corophiidae,Americorophium,NA,Undefined,0,NA,17,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.658, 38.2057),North Delta
2701,DFW Aquatic Bioassessment Laboratory Monitoring,University of Maryland,UMD,DFW_ABL_Monitoring,Cache Slough at Elkhorn Slough,510CS02xx,NAD83,Point,10/4/2014,1899-12-31 00:00:00,"University of Maryland, College of Agriculture and Natural Resources",SWAMP_2007_WS,X,NA,NA,1,Sediment_Grab,Integrated,0,NA,NA,D-Frame Kick Net,21270,Chironomus,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus,NA,Larva,0,NA,27,count,None,NA,NA,0.5mm,0,NA,m,NA,NA,=,NA,Solano,95,Central Valley,5,NA,NA,NA,NA,NA,NA,NULL,NA,c(-121.658, 38.2057),North Delta
